,event,date,fighter_1,fighter_2,result,method,round,time
235,UFC Fight Night: Barboza vs. Murphy,2024-05-18,Melissa Gatto,Tamires Vidal,win,KO/TKO,3,0:37
236,UFC Fight Night: Barboza vs. Murphy,2024-05-18,Abus Magomedov,Warlley Alves,win,U-DEC,3,5:00
237,UFC Fight Night: Barboza vs. Murphy,2024-05-18,Ariane Carnelossi,Piera Rodriguez,win,DQ,2,3:16
238,UFC Fight Night: Barboza vs. Murphy,2024-05-18,Alatengheili,Kleydson Rodrigues,win,U-DEC,3,5:00
239,UFC Fight Night: Barboza vs. Murphy,2024-05-18,Vanessa Demopoulos,Emily Ducote,win,S-DEC,3,5:00
240,UFC Fight Night: Lewis vs. Nascimento,,Derrick Lewis,Rodrigo Nascimento,win,KO/TKO,3,0:49
241,UFC Fight Night: Lewis vs. Nascimento,,Joaquin Buckley,Nursulton Ruziboev,win,U-DEC,3,5:00
242,UFC Fight Night: Lewis vs. Nascimento,,Carlos Ulberg,Alonzo Menifield,win,KO/TKO,1,0:12
243,UFC Fight Night: Lewis vs. Nascimento,,Diego Ferreira,Mateusz Rebecki,win,KO/TKO,3,4:51
244,UFC Fight Night: Lewis vs. Nascimento,,Sean Woodson,Alex Caceres,win,U-DEC,3,5:00
245,UFC Fight Night: Lewis vs. Nascimento,,Waldo Cortes-Acosta,Robelis Despaigne,win,U-DEC,3,5:00
246,UFC Fight Night: Lewis vs. Nascimento,,Chase Hooper,Viacheslav Borshchev,win,SUB,2,3:00
247,UFC Fight Night: Lewis vs. Nascimento,,Esteban Ribovics,Terrance McKinney,win,KO/TKO,1,0:37
248,UFC Fight Night: Lewis vs. Nascimento,,Tabatha Ricci,Tecia Pennington,win,S-DEC,3,5:00
249,UFC Fight Night: Lewis vs. Nascimento,,Trey Waters,Billy Ray Goff,win,U-DEC,3,5:00
250,UFC Fight Night: Lewis vs. Nascimento,,Charles Johnson,Jake Hadley,win,U-DEC,3,5:00
251,UFC Fight Night: Lewis vs. Nascimento,,Veronica Hardy,JJ Aldrich,win,U-DEC,3,5:00
252,UFC 301: Pantoja vs. Erceg,2024-05-04,Alexandre Pantoja,Steve Erceg,win,U-DEC,5,5:00
253,UFC 301: Pantoja vs. Erceg,2024-05-04,Jose Aldo,Jonathan Martinez,win,U-DEC,3,5:00
254,UFC 301: Pantoja vs. Erceg,2024-05-04,Anthony Smith,Vitor Petrino,win,SUB,1,2:00
255,UFC 301: Pantoja vs. Erceg,2024-05-04,Michel Pereira,Ihor Potieria,win,SUB,1,0:54
256,UFC 301: Pantoja vs. Erceg,2024-05-04,Caio Borralho,Paul Craig,win,KO/TKO,2,2:10
257,UFC 301: Pantoja vs. Erceg,2024-05-04,Joanderson Brito,Jack Shore,win,KO/TKO,2,3:35
258,UFC 301: Pantoja vs. Erceg,2024-05-04,Iasmin Lucindo,Karolina Kowalkiewicz,win,U-DEC,3,5:00
259,UFC 301: Pantoja vs. Erceg,2024-05-04,Myktybek Orolbai,Elves Brener,win,U-DEC,3,5:00
260,UFC 301: Pantoja vs. Erceg,2024-05-04,Drakkar Klose,Joaquim Silva,win,U-DEC,3,5:00
261,UFC 301: Pantoja vs. Erceg,2024-05-04,Mauricio Ruffy,Jamie Mullarkey,win,KO/TKO,1,4:42
262,UFC 301: Pantoja vs. Erceg,2024-05-04,Dione Barbosa,Ernesta Kareckaite,win,U-DEC,3,5:00
263,UFC 301: Pantoja vs. Erceg,2024-05-04,Ismael Bonfim,Vinc Pichel,win,U-DEC,3,5:00
264,UFC 301: Pantoja vs. Erceg,2024-05-04,Alessandro Costa,Kevin Borjas,win,KO/TKO,2,1:35
265,UFC Fight Night: Nicolau vs. Perez,,Alex Perez,Matheus Nicolau,win,KO/TKO,2,2:16
266,UFC Fight Night: Nicolau vs. Perez,,Bogdan Guskov,Ryan Spann,win,KO/TKO,2,3:16
267,UFC Fight Night: Nicolau vs. Perez,,Karine Silva,Ariane da Silva,win,U-DEC,3,5:00
268,UFC Fight Night: Nicolau vs. Perez,,Jhonata Diniz,Austen Lane,win,KO/TKO,2,2:12
269,UFC Fight Night: Nicolau vs. Perez,,David Onama,Jonathan Pearce,win,U-DEC,3,5:00
270,UFC Fight Night: Nicolau vs. Perez,,Uros Medic,Tim Means,win,KO/TKO,1,2:09
271,UFC Fight Night: Nicolau vs. Perez,,Victor Henry,Rani Yahya,win,KO/TKO,3,2:36
272,UFC Fight Night: Nicolau vs. Perez,,Austin Hubbard,Michal Figlak,win,U-DEC,3,5:00
273,UFC Fight Night: Nicolau vs. Perez,,Don'Tale Mayes,Caio Machado,win,U-DEC,3,5:00
274,UFC Fight Night: Nicolau vs. Perez,,Ketlen Souza,Marnic Mann,win,U-DEC,3,5:00
275,UFC Fight Night: Nicolau vs. Perez,,Chris Padilla,James Llontop,win,SUB,1,4:33
276,UFC Fight Night: Nicolau vs. Perez,,Ivana Petrovic,Liang Na,win,SUB,3,1:29
277,UFC Fight Night: Nicolau vs. Perez,,Maheshate,Gabriel Benitez,win,S-DEC,3,5:00
278,UFC 300: Pereira vs. Hill,2024-04-13,Alex Pereira,Jamahal Hill,win,KO/TKO,1,3:14
279,UFC 300: Pereira vs. Hill,2024-04-13,Zhang Weili,Yan Xiaonan,win,U-DEC,5,5:00
280,UFC 300: Pereira vs. Hill,2024-04-13,Max Holloway,Justin Gaethje,win,KO/TKO,5,4:59
281,UFC 300: Pereira vs. Hill,2024-04-13,Arman Tsarukyan,Charles Oliveira,win,S-DEC,3,5:00
282,UFC 300: Pereira vs. Hill,2024-04-13,Bo Nickal,Cody Brundage,win,SUB,2,3:38
283,UFC 300: Pereira vs. Hill,2024-04-13,Jiri Prochazka,Aleksandar Rakic,win,KO/TKO,2,3:17
284,UFC 300: Pereira vs. Hill,2024-04-13,Aljamain Sterling,Calvin Kattar,win,U-DEC,3,5:00
285,UFC 300: Pereira vs. Hill,2024-04-13,Kayla Harrison,Holly Holm,win,SUB,2,1:47
286,UFC 300: Pereira vs. Hill,2024-04-13,Diego Lopes,Sodiq Yusuff,win,KO/TKO,1,1:29
287,UFC 300: Pereira vs. Hill,2024-04-13,Renato Moicano,Jalin Turner,win,KO/TKO,2,4:11
288,UFC 300: Pereira vs. Hill,2024-04-13,Jessica Andrade,Marina Rodriguez,win,S-DEC,3,5:00
289,UFC 300: Pereira vs. Hill,2024-04-13,King Green,Jim Miller,win,U-DEC,3,5:00
290,UFC 300: Pereira vs. Hill,2024-04-13,Deiveson Figueiredo,Cody Garbrandt,win,SUB,2,4:02
291,UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Brendan Allen,Chris Curtis,win,S-DEC,5,5:00
292,UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Damon Jackson,Alexander Hernandez,win,S-DEC,3,5:00
293,UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Chepe Mariscal,Morgan Charriere,win,S-DEC,3,5:00
294,UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Ignacio Bahamondes,Christos Giagos,win,KO/TKO,1,3:34
295,UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Charlie Campbell,Trevor Peek,win,U-DEC,3,5:00
296,UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Alex Morono,Court McGee,win,U-DEC,3,5:00
297,UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Lukasz Brzeski,Valter Walker,win,U-DEC,3,5:00
298,UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Norma Dumont,Germaine de Randamie,win,U-DEC,3,5:00
299,UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Victor Hugo,Pedro Falcao,win,U-DEC,3,5:00
300,UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Jean Matsumoto,Dan Argueta,win,SUB,2,4:59
301,UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Cesar Almeida,Dylan Budka,win,KO/TKO,2,2:13
302,UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Nora Cornolle,Melissa Mullins,win,KO/TKO,2,3:06
303,UFC Fight Night: Blanchfield vs. Fiorot,,Manon Fiorot,Erin Blanchfield,win,U-DEC,5,5:00
304,UFC Fight Night: Blanchfield vs. Fiorot,,Joaquin Buckley,Vicente Luque,win,KO/TKO,2,3:17
305,UFC Fight Night: Blanchfield vs. Fiorot,,Chris Weidman,Bruno Silva,win,U-DEC,3,2:18
306,UFC Fight Night: Blanchfield vs. Fiorot,,Nursulton Ruziboev,Sedriques Dumas,win,KO/TKO,1,3:18
307,UFC Fight Night: Blanchfield vs. Fiorot,,Kyle Nelson,Bill Algeo,win,KO/TKO,1,4:00
308,UFC Fight Night: Blanchfield vs. Fiorot,,Chidi Njokuani,Rhys McKee,win,S-DEC,3,5:00
309,UFC Fight Night: Blanchfield vs. Fiorot,,Nate Landwehr,Jamall Emmers,win,KO/TKO,1,4:43
310,UFC Fight Night: Blanchfield vs. Fiorot,,Virna Jandiroba,Loopy Godinez,win,U-DEC,3,5:00
311,UFC Fight Night: Blanchfield vs. Fiorot,,Julio Arce,Herbert Burns,win,KO/TKO,2,2:00
312,UFC Fight Night: Blanchfield vs. Fiorot,,Dennis Buzukja,Connor Matthews,win,KO/TKO,3,0:22
313,UFC Fight Night: Blanchfield vs. Fiorot,,Ibo Aslan,Anton Turkalj,win,KO/TKO,3,1:32
314,UFC Fight Night: Blanchfield vs. Fiorot,,Jacob Malkoun,Andre Petroski,win,KO/TKO,2,0:39
315,UFC Fight Night: Blanchfield vs. Fiorot,,Caolan Loughran,Angel Pacheco,win,U-DEC,3,5:00
316,UFC Fight Night: Ribas vs. Namajunas,,Rose Namajunas,Amanda Ribas,win,U-DEC,5,5:00
317,UFC Fight Night: Ribas vs. Namajunas,,Karl Williams,Justin Tafa,win,U-DEC,3,5:00
318,UFC Fight Night: Ribas vs. Namajunas,,Edmen Shahbazyan,AJ Dobson,win,KO/TKO,1,4:33
319,UFC Fight Night: Ribas vs. Namajunas,,Payton Talbott,Cameron Saaiman,win,KO/TKO,2,0:21
320,UFC Fight Night: Ribas vs. Namajunas,,Youssef Zalal,Billy Quarantillo,win,SUB,2,1:50
321,UFC Fight Night: Ribas vs. Namajunas,,Fernando Padilla,Luis Pajuelo,win,SUB,1,2:45
322,UFC Fight Night: Ribas vs. Namajunas,,Trey Ogden,Kurt Holobaugh,win,U-DEC,3,5:00
323,UFC Fight Night: Ribas vs. Namajunas,,Julian Erosa,Ricardo Ramos,win,SUB,1,2:15
324,UFC Fight Night: Ribas vs. Namajunas,,Miles Johns,Cody Gibson,win,U-DEC,3,5:00
325,UFC Fight Night: Ribas vs. Namajunas,,Jarno Errens,Steven Nguyen,win,U-DEC,3,5:00
326,UFC Fight Night: Ribas vs. Namajunas,,Daria Zhelezniakova,Montserrat Rendon,win,U-DEC,3,5:00
327,UFC Fight Night: Ribas vs. Namajunas,,Andre Lima,Igor Severino,win,DQ,2,2:52
328,UFC Fight Night: Ribas vs. Namajunas,,Mick Parkin,Mohammed Usman,win,U-DEC,3,5:00
329,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Marcin Tybura,Tai Tuivasa,win,SUB,1,4:08
330,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Bryan Battle,Ange Loosa,nc,CNC,2,1:00
331,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Ovince Saint Preux,Kennedy Nzechukwu,win,S-DEC,3,5:00
332,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Christian Rodriguez,Isaac Dulgarian,win,S-DEC,3,5:00
333,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Macy Chiasson,Pannie Kianzad,win,SUB,1,3:54
334,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Gerald Meerschaert,Bryan Barberena,win,SUB,2,4:23
335,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Mike Davis,Natan Levy,win,SUB,2,1:43
336,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Chelsea Chandler,Josiane Nunes,win,U-DEC,3,5:00
337,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Jafel Filho,Ode Osbourne,win,SUB,1,4:27
338,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Danny Silva,Josh Culibao,win,S-DEC,3,5:00
339,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Jaqueline Amorim,Cory McKenna,win,SUB,1,1:38
340,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Thiago Moises,Mitch Ramirez,win,KO/TKO,3,0:15
341,UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Chad Anheliger,Charalampos Grigoriou,win,U-DEC,3,5:00
342,UFC 299: O'Malley vs. Vera 2,2024-03-09,Sean O'Malley,Marlon Vera,win,U-DEC,5,5:00
343,UFC 299: O'Malley vs. Vera 2,2024-03-09,Dustin Poirier,Benoit Saint Denis,win,KO/TKO,2,2:32
344,UFC 299: O'Malley vs. Vera 2,2024-03-09,Michael Page,Kevin Holland,win,U-DEC,3,5:00
345,UFC 299: O'Malley vs. Vera 2,2024-03-09,Jack Della Maddalena,Gilbert Burns,win,KO/TKO,3,3:43
346,UFC 299: O'Malley vs. Vera 2,2024-03-09,Petr Yan,Song Yadong,win,U-DEC,3,5:00
347,UFC 299: O'Malley vs. Vera 2,2024-03-09,Curtis Blaydes,Jailton Almeida,win,KO/TKO,2,0:36
348,UFC 299: O'Malley vs. Vera 2,2024-03-09,Maycee Barber,Katlyn Cerminara,win,U-DEC,3,5:00
349,UFC 299: O'Malley vs. Vera 2,2024-03-09,Mateusz Gamrot,Rafael Dos Anjos,win,U-DEC,3,5:00
350,UFC 299: O'Malley vs. Vera 2,2024-03-09,Kyler Phillips,Pedro Munhoz,win,U-DEC,3,5:00
351,UFC 299: O'Malley vs. Vera 2,2024-03-09,Philipe Lins,Ion Cutelaba,win,U-DEC,3,5:00
352,UFC 299: O'Malley vs. Vera 2,2024-03-09,Michel Pereira,Michal Oleksiejczuk,win,SUB,1,1:01
353,UFC 299: O'Malley vs. Vera 2,2024-03-09,Robelis Despaigne,Josh Parisian,win,KO/TKO,1,0:18
354,UFC 299: O'Malley vs. Vera 2,2024-03-09,Asu Almabayev,CJ Vergara,win,U-DEC,3,5:00
355,UFC 299: O'Malley vs. Vera 2,2024-03-09,Joanne Wood,Maryna Moroz,win,S-DEC,3,5:00
356,UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Jairzinho Rozenstruik,Shamil Gaziev,win,KO/TKO,4,5:00
357,UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Vitor Petrino,Tyson Pedro,win,U-DEC,3,5:00
358,UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Muhammad Mokaev,Alex Perez,win,U-DEC,3,5:00
359,UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Umar Nurmagomedov,Bekzat Almakhan,win,U-DEC,3,5:00
360,UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Steve Erceg,Matt Schnell,win,KO/TKO,2,0:26
361,UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Eryk Anders,Jamie Pickett,win,U-DEC,3,5:00
362,UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Vinicius Oliveira,Benardo Sopaj,win,KO/TKO,3,4:41
363,UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Aiemann Zahabi,Javid Basharat,win,U-DEC,3,5:00
364,UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Christian Leroy Duncan,Claudio Ribeiro,win,KO/TKO,2,1:57
365,UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Ludovit Klein,AJ Cunningham,win,KO/TKO,1,4:36
366,UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Loik Radzhabov,Abdul-Kareem Al-Selwady,win,KO/TKO,3,0:49
367,UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Brandon Royval,Brandon Moreno,win,S-DEC,5,5:00
368,UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Brian Ortega,Yair Rodriguez,win,SUB,3,0:58
369,UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Daniel Zellhuber,Francisco Prado,win,U-DEC,3,5:00
370,UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Yazmin Jauregui,Sam Hughes,win,U-DEC,3,5:00
371,UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Manuel Torres,Chris Duncan,win,SUB,1,1:46
372,UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Raoni Barcelos,Cristian Quinonez,win,SUB,3,2:04
373,UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Jesus Aguilar,Mateus Mendonca,win,S-DEC,3,5:00
374,UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Edgar Chairez,Daniel Lacerda,win,SUB,1,2:17
375,UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Fares Ziam,Claudio Puelles,win,S-DEC,3,5:00
376,UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Ronaldo Rodriguez,Denys Bondar,win,SUB,2,4:59
377,UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Felipe dos Santos,Victor Altamirano,win,S-DEC,3,5:00
378,UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Muhammad Naimov,Erik Silva,win,KO/TKO,1,0:44
379,UFC 298: Volkanovski vs. Topuria,2024-02-17,Ilia Topuria,Alexander Volkanovski,win,KO/TKO,2,3:32
380,UFC 298: Volkanovski vs. Topuria,2024-02-17,Robert Whittaker,Paulo Costa,win,U-DEC,3,5:00
381,UFC 298: Volkanovski vs. Topuria,2024-02-17,Ian Machado Garry,Geoff Neal,win,S-DEC,3,5:00
382,UFC 298: Volkanovski vs. Topuria,2024-02-17,Merab Dvalishvili,Henry Cejudo,win,U-DEC,3,5:00
383,UFC 298: Volkanovski vs. Topuria,2024-02-17,Anthony Hernandez,Roman Kopylov,win,SUB,2,3:23
384,UFC 298: Volkanovski vs. Topuria,2024-02-17,Amanda Lemos,Mackenzie Dern,win,U-DEC,3,5:00
385,UFC 298: Volkanovski vs. Topuria,2024-02-17,Marcos Rogerio de Lima,Junior Tafa,win,KO/TKO,2,1:14
386,UFC 298: Volkanovski vs. Topuria,2024-02-17,Rinya Nakamura,Carlos Vera,win,U-DEC,3,5:00
387,UFC 298: Volkanovski vs. Topuria,2024-02-17,Zhang Mingyang,Brendson Ribeiro,win,KO/TKO,1,1:41
388,UFC 298: Volkanovski vs. Topuria,2024-02-17,Danny Barlow,Josh Quinlan,win,KO/TKO,3,1:18
389,UFC 298: Volkanovski vs. Topuria,2024-02-17,Oban Elliott,Val Woodburn,win,U-DEC,3,5:00
390,UFC 298: Volkanovski vs. Topuria,2024-02-17,Miranda Maverick,Andrea Lee,win,U-DEC,3,5:00
391,UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Jack Hermansson,Joe Pyfer,win,U-DEC,5,5:00
392,UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Dan Ige,Andre Fili,win,KO/TKO,1,2:43
393,UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Ihor Potieria,Robert Bryczek,win,U-DEC,3,5:00
394,UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Gregory Rodrigues,Brad Tavares,win,KO/TKO,3,0:55
395,UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Michael Johnson,Darrius Flowers,win,U-DEC,3,5:00
396,UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Rodolfo Vieira,Armen Petrosyan,win,SUB,1,4:48
397,UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Carlos Prates,Trevin Giles,win,KO/TKO,2,4:03
398,UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Bolaji Oki,Timmy Cuamba,win,S-DEC,3,5:00
399,UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Loma Lookboonmee,Bruna Brasil,win,U-DEC,3,5:00
400,UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Marcin Prachnio,Devin Clark,win,U-DEC,3,5:00
401,UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Max Griffin,Jeremiah Wells,win,S-DEC,3,5:00
402,UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Bogdan Guskov,Zac Pauga,win,KO/TKO,1,3:38
403,UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Hyder Amil,Fernie Garcia,win,KO/TKO,2,2:12
404,UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Daniel Marcos,Aoriqileng,nc,CNC,2,3:28
405,UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Nassourdine Imavov,Roman Dolidze,win,M-DEC,5,5:00
406,UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Renato Moicano,Drew Dober,win,U-DEC,3,5:00
407,UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Randy Brown,Muslim Salikhov,win,KO/TKO,1,3:17
408,UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Natalia Silva,Viviane Araujo,win,U-DEC,3,5:00
409,UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Aliaskhab Khizriev,Makhmud Muradov,nc,CNC,1,0:11
410,UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Charles Radtke,Gilbert Urbina,win,KO/TKO,1,4:47
411,UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Molly McCann,Diana Belbita,win,SUB,1,4:59
412,UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Charles Johnson,Azat Maksum,win,U-DEC,3,5:00
413,UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Themba Gorimbo,Pete Rodriguez,win,KO/TKO,1,0:32
414,UFC Fight Night: Dolidze vs. Imavov,2024-02-03,JeongYeong Lee,Blake Bilder,win,U-DEC,3,5:00
415,UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Luana Carolina,Julija Stoliarenko,win,KO/TKO,3,4:52
416,UFC Fight Night: Dolidze vs. Imavov,2024-02-03,MarQuel Mederos,Landon Quinones,win,U-DEC,3,5:00
417,UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Jamal Pogues,Thomas Petersen,win,U-DEC,3,5:00
418,UFC 297: Strickland vs. Du Plessis,,Dricus Du Plessis,Sean Strickland,win,S-DEC,5,5:00
419,UFC 297: Strickland vs. Du Plessis,,Raquel Pennington,Mayra Bueno Silva,win,U-DEC,5,5:00
420,UFC 297: Strickland vs. Du Plessis,,Neil Magny,Mike Malott,win,KO/TKO,3,4:45
421,UFC 297: Strickland vs. Du Plessis,,Chris Curtis,Marc-Andre Barriault,win,S-DEC,3,5:00
422,UFC 297: Strickland vs. Du Plessis,,Movsar Evloev,Arnold Allen,win,U-DEC,3,5:00
423,UFC 297: Strickland vs. Du Plessis,,Garrett Armfield,Brad Katona,win,U-DEC,3,5:00
424,UFC 297: Strickland vs. Du Plessis,,Sean Woodson,Charles Jourdain,win,S-DEC,3,5:00
425,UFC 297: Strickland vs. Du Plessis,,Ramon Taveras,Serhiy Sidey,win,S-DEC,3,5:00
426,UFC 297: Strickland vs. Du Plessis,,Gillian Robertson,Polyana Viana,win,KO/TKO,2,3:12
427,UFC 297: Strickland vs. Du Plessis,,Sam Patterson,Yohan Lainesse,win,SUB,1,2:03
428,UFC 297: Strickland vs. Du Plessis,,Jasmine Jasudavicius,Priscila Cachoeira,win,SUB,3,4:21
429,UFC 297: Strickland vs. Du Plessis,,Jimmy Flick,Malcolm Gordon,win,SUB,2,1:17
430,UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Magomed Ankalaev,Johnny Walker,win,KO/TKO,2,2:42
431,UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Jim Miller,Gabriel Benitez,win,SUB,3,3:25
432,UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Mario Bautista,Ricky Simon,win,U-DEC,3,5:00
433,UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Brunno Ferreira,Phil Hawes,win,KO/TKO,1,4:55
434,UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Waldo Cortes-Acosta,Andrei Arlovski,win,U-DEC,3,5:00
435,UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Preston Parsons,Matthew Semelsberger,win,U-DEC,3,5:00
436,UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Marcus McGhee,Gaston Bolanos,win,KO/TKO,2,3:29
437,UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Farid Basharat,Taylor Lapilus,win,U-DEC,3,5:00
438,UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Jean Silva,Westin Wilson,win,KO/TKO,1,4:12
439,UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Nikolas Motta,Tom Nolan,win,KO/TKO,1,1:03
440,UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Joshua Van,Felipe Bunes,win,KO/TKO,2,4:31
441,UFC 296: Edwards vs. Covington,2023-12-16,Leon Edwards,Colby Covington,win,U-DEC,5,5:00
442,UFC 296: Edwards vs. Covington,2023-12-16,Alexandre Pantoja,Brandon Royval,win,U-DEC,5,5:00
443,UFC 296: Edwards vs. Covington,2023-12-16,Shavkat Rakhmonov,Stephen Thompson,win,SUB,2,4:56
444,UFC 296: Edwards vs. Covington,2023-12-16,Paddy Pimblett,Tony Ferguson,win,U-DEC,3,5:00
445,UFC 296: Edwards vs. Covington,2023-12-16,Josh Emmett,Bryce Mitchell,win,KO/TKO,1,1:57
446,UFC 296: Edwards vs. Covington,2023-12-16,Alonzo Menifield,Dustin Jacoby,win,U-DEC,3,5:00
447,UFC 296: Edwards vs. Covington,2023-12-16,Irene Aldana,Karol Rosa,win,U-DEC,3,5:00
448,UFC 296: Edwards vs. Covington,2023-12-16,Cody Garbrandt,Brian Kelleher,win,KO/TKO,1,3:42
449,UFC 296: Edwards vs. Covington,2023-12-16,Ariane da Silva,Casey O'Neill,win,SUB,2,1:18
450,UFC 296: Edwards vs. Covington,2023-12-16,Tagir Ulanbekov,Cody Durden,win,SUB,2,4:25
451,UFC 296: Edwards vs. Covington,2023-12-16,Andre Fili,Lucas Almeida,win,KO/TKO,1,3:32
452,UFC 296: Edwards vs. Covington,2023-12-16,Shamil Gaziev,Martin Buday,win,KO/TKO,2,0:56
453,UFC Fight Night: Song vs. Gutierrez,,Song Yadong,Chris Gutierrez,win,U-DEC,5,5:00
454,UFC Fight Night: Song vs. Gutierrez,,Khalil Rountree Jr.,Anthony Smith,win,KO/TKO,3,0:56
455,UFC Fight Night: Song vs. Gutierrez,,Nasrat Haqparast,Jamie Mullarkey,win,KO/TKO,1,1:44
456,UFC Fight Night: Song vs. Gutierrez,,Tim Elliott,Sumudaerji,win,SUB,1,4:02
457,UFC Fight Night: Song vs. Gutierrez,,Andre Muniz,JunYong Park,win,S-DEC,3,5:00
458,UFC Fight Night: Song vs. Gutierrez,,Kevin Jousset,Song Kenan,win,U-DEC,3,5:00
459,UFC Fight Night: Song vs. Gutierrez,,HyunSung Park,Shannon Ross,win,KO/TKO,2,3:59
460,UFC Fight Night: Song vs. Gutierrez,,Steve Garcia,Melquizael Costa,win,KO/TKO,2,1:01
461,UFC Fight Night: Song vs. Gutierrez,,Luana Santos,Stephanie Egger,win,U-DEC,3,5:00
462,UFC Fight Night: Song vs. Gutierrez,,Tatsuro Taira,Carlos Hernandez,win,KO/TKO,2,0:55
463,UFC Fight Night: Song vs. Gutierrez,,Talita Alencar,Rayanne dos Santos,win,S-DEC,3,5:00
464,UFC Fight Night: Dariush vs. Tsarukyan,,Arman Tsarukyan,Beneil Dariush,win,KO/TKO,1,1:04
